ligand_id,therapeutic_area,target_name,target_pdb,binding_affinity_kcal_mol,representative_smiles,representative_compound,ubp_nrci,ubp_energy,ubp_crv,ubp_resonance,ubp_therapeutic_potential,composite_score,molecular_weight,logp,docking_method
NOVEL_0044,CNS/Neurology,Serotonin Transporter,5I6X,0.0,CN(C)c1ccc(/C=N/NC(=O)Nc2nc3c(ccc4ccccc43)s2)cc1,CHEMBL505285,0.9999973150014502,218376769.07009155,17.99850565558837,0.5347784728576064,0.5347784728576064,0.9639891712075136,389.55116365093977,2.2422276098915987,AutoDock Vina 1.2.3
NOVEL_0077,Immunology,Calcineurin,1AUI,-4.444,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CCN)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,CHEMBL574027,0.9999972218206288,237030944.45141757,19.782965250235687,0.5543438348638902,0.5543438348638902,0.8723677422086569,447.5398030078392,0.9320249339407204,AutoDock Vina 1.2.3
NOVEL_0037,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-7.224,CCC[C@@H](C)[C@H](OC(=O)/C=C/c1ccccc1)[C@H](C)[C@H](O)C/C=C/C=C\C(N)=O,CHEMBL524317,0.99999726264767,223021149.7034329,15.652416311721575,0.4218572711275892,0.4218572711275892,0.8297824795278157,484.74371947741577,4.433401936490238,AutoDock Vina 1.2.3
NOVEL_0048,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-6.969,CC1(c2ccccn2)ON=C(c2ccccc2Cl)O1,CHEMBL444233,0.999997543811988,197853009.1102948,17.256080207502936,0.5726706458961818,0.5726706458961818,0.8257240256668885,274.6172463290864,1.6512626450954926,AutoDock Vina 1.2.3
NOVEL_0078,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,O=C1CSC([C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)N1c1ccc(S(=O)(=O)Nc2ccccn2)cc1,CHEMBL583126,0.9999971744453204,253295561.1875074,17.773422857513822,0.6343979486474338,0.6343979486474338,0.8163317784654428,469.900233587652,3.1205077209091883,AutoDock Vina 1.2.3
NOVEL_0082,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-7.25,CCC[C@@H](C)[C@H](OC(=O)/C=C/c1ccccc1)[C@H](C)[C@H](O)C/C=C/C=C\C(N)=O,CHEMBL524317,0.99999787580352,241650629.3636463,17.920202184124943,0.5267077206520816,0.5267077206520816,0.8139931374263676,416.0109609638223,3.2057381644264864,AutoDock Vina 1.2.3
NOVEL_0069,Metabolic,DPP-4,2QT9,-2.25,Cn1c(=O)c2c(ncn2CC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n(C)c1=O,CHEMBL1086530,0.9999965066800904,224812907.2457897,19.30046701308419,0.5533551139108704,0.5533551139108704,0.8118031011912721,423.63184225529903,2.158297731148397,AutoDock Vina 1.2.3
NOVEL_0061,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,O=C1CSC([C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)N1c1ccc(S(=O)(=O)Nc2ccccn2)cc1,CHEMBL583126,0.9999967183559092,236059444.97445515,16.85325476371661,0.5859188933826072,0.5859188933826072,0.8035483081423824,477.97628754844834,2.460581465397691,AutoDock Vina 1.2.3
NOVEL_0014,Anti-infective,DNA Gyrase,2XCT,-5.333,O=C1NC(NC2CC2)=N/C1=C\c1c[nH]c2ncccc12,CHEMBL524910,0.9999965948160792,208188931.3464286,17.761847742581924,0.4550411214948727,0.4550411214948727,0.8015301300912652,268.3805487625825,2.135538943131281,AutoDock Vina 1.2.3
NOVEL_0010,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-7.158,CCC[C@@H](C)[C@H](OC(=O)/C=C/c1ccccc1)[C@H](C)[C@H](O)C/C=C/C=C\C(N)=O,CHEMBL524317,0.9999970227153572,256664536.4772925,19.72189819584849,0.5097739339678281,0.5097739339678281,0.7996012230268502,418.8818535014192,3.1877873567760657,AutoDock Vina 1.2.3
NOVEL_0075,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,O=c1[nH]cnc2c1ncn2C(COCCP(=O)(O)O)COCCP(=O)(O)O,CHEMBL4116106,0.9999976039534256,225559383.17560035,17.681476517321475,0.3984142869055304,0.3984142869055304,0.7988891763637767,428.068357966906,2.9781937030392216,AutoDock Vina 1.2.3
NOVEL_0093,Anti-infective,DNA Gyrase,2XCT,-5.091,COc1ccc(CC(=O)Nc2cn([C@H]3C[C@H](O)C3)cn2)cc1,CHEMBL571523,0.9999970223140184,230881817.6306913,20.91632243126953,0.456583029364657,0.456583029364657,0.796447747218255,301.7813737688573,2.847217588817501,AutoDock Vina 1.2.3
NOVEL_0028,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-5.118,CCCCC[C@@H](C=O)NC(=O)OC(C)(C)C,CHEMBL540696,0.9999973961127628,213221599.87323925,20.007873876138355,0.4220073365757398,0.4220073365757398,0.7944193475003021,229.15294813123057,3.075036133495849,AutoDock Vina 1.2.3
NOVEL_0094,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,O=C1CSC([C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)N1c1ccc(S(=O)(=O)Nc2ccccn2)cc1,CHEMBL583126,0.9999974983555394,234935650.33907735,17.30073747262564,0.4146289305216235,0.4146289305216235,0.7936430286109941,483.322917673182,0.7054092438885678,AutoDock Vina 1.2.3
NOVEL_0043,CNS/Neurology,Serotonin Transporter,5I6X,0.0,Clc1cccc(Nc2nc(-c3ccncc3)cs2)c1,CHEMBL583305,0.9999969266461808,180086700.65748438,17.892802165093457,0.4695010358282848,0.4695010358282848,0.7887700313669166,289.29055235279327,0.4999244358093169,AutoDock Vina 1.2.3
NOVEL_0059,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,O=c1[nH]cnc2c1ncn2C(COCCP(=O)(O)O)COCCP(=O)(O)O,CHEMBL4116106,0.9999973193907756,248319836.22754735,20.007641616593038,0.4623025386882516,0.4623025386882516,0.7803063131015712,426.5411767020857,3.1015477567673235,AutoDock Vina 1.2.3
NOVEL_0018,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O,CHEMBL538627,0.9999964462694276,203714076.96172568,17.15698401391781,0.4942160391030302,0.4942160391030302,0.7800980162430377,390.0589132282684,2.6788734203737925,AutoDock Vina 1.2.3
NOVEL_0089,Immunology,Calcineurin,1AUI,-4.339,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CCN)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,CHEMBL574027,0.9999971388298518,241590085.5355858,18.95750249162921,0.6745915700069457,0.6745915700069457,0.7796159774121467,458.18960536722017,2.675348594668293,AutoDock Vina 1.2.3
NOVEL_0079,Cardiovascular,HMG-CoA Reductase,1HWK,0.0,OC[C@H]1OC(n2cnc3c(NCCc4c[nH]cn4)ncnc32)[C@H](O)[C@@H]1O,CHEMBL610050,0.9999968391615732,226025746.31590623,19.015592726554843,0.6665470750841048,0.6665470750841048,0.7779393991413979,362.8547931840227,2.157640715682213,AutoDock Vina 1.2.3
NOVEL_0085,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-7.213,CCC[C@@H](C)[C@H](OC(=O)/C=C/c1ccccc1)[C@H](C)[C@H](O)C/C=C/C=C\C(N)=O,CHEMBL524317,0.9999970234456343,224914869.9526364,14.48954766038092,0.6544450702885087,0.6544450702885087,0.7668223163880797,477.6705538720329,2.2541968570206605,AutoDock Vina 1.2.3
NOVEL_0036,CNS/Neurology,Serotonin Transporter,5I6X,0.0,COc1ccc(C2NC(c3ccc(OC)cc3)C3CCCC2C3=NOCc2ccccc2)cc1,CHEMBL1080664,0.9999970681616032,244402837.52362052,20.28706795956873,0.4370884919111019,0.4370884919111019,0.7662975309117127,456.6381752033022,3.5182892969001185,AutoDock Vina 1.2.3
NOVEL_0058,Pain/Inflammation,Cyclooxygenase-2 (COX-2),5KIR,-4.74,CC1(C)OC(=S)Nc2ccc(-c3ccc(C#N)n3CCCF)cc21,CHEMBL1098265,0.9999967985991284,195541629.28569043,15.545749579026968,0.4774222347582328,0.4774222347582328,0.7598849201877916,342.86320903670423,4.156857450312506,AutoDock Vina 1.2.3
NOVEL_0031,Anti-infective,DNA Gyrase,2XCT,-4.805,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)NO,CHEMBL1093690,0.999997245407204,209805774.08967257,15.277618658008876,0.362030493814623,0.362030493814623,0.7519044675780637,451.68005062080897,4.302023091558376,AutoDock Vina 1.2.3
NOVEL_0081,Metabolic,DPP-4,2QT9,-2.622,Cn1c(=O)c2c(ncn2CC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n(C)c1=O,CHEMBL1086530,0.9999969136909362,197308268.34797013,18.9817520021963,0.6619538366883856,0.6619538366883856,0.7476701048803288,230.87480922324352,2.682406757422973,AutoDock Vina 1.2.3
