chembl_id,name,therapeutic_area,ubp_energy,ubp_nrci,ubp_crv,ubp_resonance,drug_likeness_score,molecular_weight,logp,complexity,heavy_atoms,aromatic_rings,ubp_therapeutic_potential,ubp_complexity_index,status,max_phase
FAILED_0001,Failed_Candidate_1,Cardiovascular,273844111.1362793,0.9999941541479439,22.09025960932891,0.1,0.6,524.0799426757667,6.721768859896047,1292.1400311965588,22,0,0.06,2.209025960932891,Failed Clinical Trial,1
FAILED_0002,Failed_Candidate_2,CNS/Neurology,291129544.06612027,0.9999951258710127,24.39963032890586,0.1,0.6,679.6336914598337,-0.8884429302658292,747.7061181200296,48,1,0.06,2.439963032890586,Failed Clinical Trial,2
FAILED_0003,Failed_Candidate_3,Cardiovascular,198545511.03965253,0.9999969993635488,21.73680793976092,0.1757066822610407,1.0,312.86154491547506,-1.5395213976934765,688.5353048560196,47,2,0.1757066822610407,2.173680793976092,Failed Clinical Trial,2
FAILED_0004,Failed_Candidate_4,Pain/Inflammation,254062199.9396371,0.9999951356669071,16.805043379360217,0.14175000000000001,0.3999999999999999,607.8023411095778,-1.7630955698949906,853.1482817249946,24,2,0.05669999999999999,1.6805043379360218,Failed Clinical Trial,3
FAILED_0005,Failed_Candidate_5,CNS/Neurology,247776305.24320343,0.9999967542858684,23.104286407761922,0.1,1.0,489.5952394684939,-1.3840868704756886,852.3810379952988,35,1,0.1,2.310428640776192,Failed Clinical Trial,3
FAILED_0006,Failed_Candidate_6,Cardiovascular,275088377.5805634,0.9999958132412161,18.765851867040627,0.29036168652131583,0.8,653.8408753133006,-0.9661828087220674,729.5784533877273,25,1,0.2322893492170527,1.8765851867040628,Failed Clinical Trial,3
FAILED_0007,Failed_Candidate_7,Metabolic,279618421.1189971,0.9999951233875269,20.040675350095274,0.1,0.3999999999999999,655.8144443695797,6.925510703257674,953.67359618206,18,2,0.039999999999999994,2.0040675350095274,Failed Clinical Trial,2
FAILED_0008,Failed_Candidate_8,Anti-infective,223083794.9838075,0.9999945496703725,20.124255033572506,0.1,0.6,383.0383250763584,-0.18716249511205563,1072.405348637024,31,0,0.06,2.0124255033572505,Failed Clinical Trial,3
FAILED_0009,Failed_Candidate_9,Immunology,237327993.00078046,0.9999965895828711,26.08469556618672,0.10125,0.8,376.62435993172755,6.641614461765122,939.1206271759687,42,2,0.08100000000000002,2.608469556618672,Failed Clinical Trial,2
FAILED_0010,Failed_Candidate_10,Anti-infective,285644396.78801006,0.9999953786566678,20.202330181681642,0.11933508394997273,0.8,596.5326256939684,-1.8645428293213564,1311.857406833056,22,1,0.09546806715997819,2.020233018168164,Failed Clinical Trial,1
FAILED_0011,Failed_Candidate_11,Immunology,220908088.48919454,0.9999946222882033,24.392452661866233,0.14185856599679914,0.6,358.8559969159268,-0.30730670533154614,767.9378907082255,41,0,0.08511513959807948,2.4392452661866235,Failed Clinical Trial,1
FAILED_0012,Failed_Candidate_12,Oncology,245284015.21820322,0.9999952648607198,25.526163902896528,0.21276648713312707,0.6,382.28356326269636,6.691769137059097,975.077377959968,32,1,0.12765989227987623,2.5526163902896526,Failed Clinical Trial,3
FAILED_0013,Failed_Candidate_13,CNS/Neurology,251704803.6038294,0.9999934274206506,22.08636118766846,0.1,0.3999999999999999,598.6656723825665,8.645737839069168,504.1225836358799,47,0,0.039999999999999994,2.208636118766846,Failed Clinical Trial,2
FAILED_0014,Failed_Candidate_14,Immunology,248953077.47537953,0.9999946488189436,20.661417527191574,0.16437113503739703,0.3999999999999999,575.4081842733715,6.681249639815458,582.6771908989465,28,2,0.0657484540149588,2.0661417527191572,Failed Clinical Trial,2
FAILED_0015,Failed_Candidate_15,Oncology,298645371.6149198,0.9999957625372982,31.609764173105866,0.12857288542072426,1.0,424.7017630838378,-1.1759094697044554,1498.5903899397742,39,1,0.12857288542072426,3.1609764173105868,Failed Clinical Trial,1
FAILED_0016,Failed_Candidate_16,Cardiovascular,312074899.19224465,0.9999954457502428,22.152555337849254,0.15225,0.8,678.8669190641685,-1.2288283766846209,1274.5831984995198,23,1,0.1218,2.2152555337849256,Failed Clinical Trial,1
FAILED_0017,Failed_Candidate_17,Oncology,261110753.61368263,0.9999949685192558,23.862693870426334,0.1,0.3999999999999999,555.1746356935332,8.941802657449255,760.2884754686331,33,2,0.039999999999999994,2.3862693870426335,Failed Clinical Trial,1
FAILED_0018,Failed_Candidate_18,Immunology,318659857.95091283,0.9999945157492875,28.148206316541064,0.15516400792944698,0.8,562.3213734336643,-1.8855061397144632,1491.2503958500538,29,0,0.12413120634355759,2.8148206316541065,Failed Clinical Trial,2
FAILED_0019,Failed_Candidate_19,Immunology,181847221.7299778,0.9999944097951146,20.53661785438849,0.1,0.6,288.6739952875279,6.61026940746504,649.8861747598053,24,0,0.06,2.053661785438849,Failed Clinical Trial,2
FAILED_0020,Failed_Candidate_20,Pain/Inflammation,276393614.6585897,0.999995772645365,23.369113916216307,0.1223706420025629,0.8,486.47197742515806,-0.9115474485822306,1392.9747972727853,45,2,0.09789651360205032,2.336911391621631,Failed Clinical Trial,2
FAILED_0021,Failed_Candidate_21,Oncology,232033506.06184193,0.9999951574404009,22.27348556753288,0.126,0.6,511.5174632030992,-1.4960531023036003,465.2446671314757,39,2,0.0756,2.227348556753288,Failed Clinical Trial,1
FAILED_0022,Failed_Candidate_22,Anti-infective,187969914.63312113,0.9999955600851386,17.216425650614088,0.12927808982734482,0.8,374.51184096997156,8.368373723738445,588.9361880622689,33,1,0.10342247186187586,1.721642565061409,Failed Clinical Trial,2
FAILED_0023,Failed_Candidate_23,CNS/Neurology,216096801.07085118,0.9999953620087544,19.484104893739175,0.1,0.8,491.6702068736025,7.594822691931196,478.89375238411856,31,1,0.08000000000000002,1.9484104893739176,Failed Clinical Trial,2
FAILED_0024,Failed_Candidate_24,Metabolic,275567944.6235578,0.9999947097280076,20.081755941201266,0.1566379464511079,0.6,651.9221685218453,8.432707047438841,816.5155597757735,24,0,0.09398276787066474,2.0081755941201265,Failed Clinical Trial,1
FAILED_0025,Failed_Candidate_25,Pain/Inflammation,195728893.45256853,0.9999947799279323,17.361534348880575,0.1,0.6,356.04414125888,7.950297187050956,855.5155179079892,28,0,0.06,1.7361534348880574,Failed Clinical Trial,2
FAILED_0026,Failed_Candidate_26,Pain/Inflammation,205405819.40212613,0.9999958758688556,14.749263944941509,0.23831462899336264,0.8,487.8358320309703,6.229827082235856,464.3715864563925,26,2,0.19065170319469013,1.4749263944941509,Failed Clinical Trial,2
FAILED_0027,Failed_Candidate_27,Anti-infective,340127466.36375445,0.9999949723447139,25.26625908497349,0.21485217944533297,0.6,697.9103343669019,8.167156893432265,1437.5862700644202,47,2,0.12891130766719977,2.526625908497349,Failed Clinical Trial,1
FAILED_0028,Failed_Candidate_28,Metabolic,316157994.76279676,0.9999951017694386,25.847806963350337,0.1,0.8,674.3097127101557,-0.6884724770748147,1165.6836452358039,42,0,0.08000000000000002,2.5847806963350335,Failed Clinical Trial,2
FAILED_0029,Failed_Candidate_29,Metabolic,205808521.7360079,0.9999950269160551,23.069974056868837,0.17031868590741364,0.6,323.3121456695602,7.833472514477972,692.7311417413291,49,1,0.10219121154444819,2.3069974056868836,Failed Clinical Trial,2
FAILED_0030,Failed_Candidate_30,Immunology,282529768.7776494,0.9999939599749681,26.13760690727493,0.1,0.6,472.68473792166213,8.644679686533937,1400.013906637389,23,0,0.06,2.613760690727493,Failed Clinical Trial,1
FAILED_0031,Failed_Candidate_31,Cardiovascular,280052259.956932,0.9999952768227104,22.53039757127633,0.1,0.6,614.0442371293802,-0.7492773956661798,968.4318275726388,38,1,0.06,2.253039757127633,Failed Clinical Trial,1
FAILED_0032,Failed_Candidate_32,Cardiovascular,218786353.3010476,0.999995370608887,19.39747522594889,0.1,0.8,503.7312127818614,-0.1397176226599619,483.67160383468524,42,1,0.08000000000000002,1.9397475225948893,Failed Clinical Trial,1
FAILED_0033,Failed_Candidate_33,Oncology,272758310.7114088,0.9999938032180775,30.825973441652412,0.1,0.6,335.1643127072098,8.473671620560799,1487.1010680602274,36,0,0.06,3.082597344165241,Failed Clinical Trial,2
FAILED_0034,Failed_Candidate_34,Immunology,218132380.35164943,0.9999965643207301,22.51701923077827,0.1,1.0,326.80830263979465,-0.01349460231811106,1053.1551499360369,18,1,0.1,2.2517019230778272,Failed Clinical Trial,1
FAILED_0035,Failed_Candidate_35,Oncology,284786578.5358896,0.9999957962444685,29.438617044197517,0.12031469124785399,0.8,427.7148302059493,8.543970046714321,1379.8641841788194,34,2,0.0962517529982832,2.943861704419752,Failed Clinical Trial,2
FAILED_0036,Failed_Candidate_36,CNS/Neurology,286264629.83521163,0.9999933668687442,25.17115127463486,0.11270469551368047,0.3999999999999999,516.4543664108787,-1.3848601334337884,1329.5173643696899,26,0,0.04508187820547218,2.517115127463486,Failed Clinical Trial,1
FAILED_0037,Failed_Candidate_37,Oncology,318354591.6812638,0.9999944146575791,33.164107827343834,0.1,0.6,503.9248061665103,-0.6416833658931465,1447.412456064848,48,1,0.06,3.3164107827343834,Failed Clinical Trial,3
FAILED_0038,Failed_Candidate_38,Cardiovascular,261637475.22440556,0.9999945491471379,18.904233661693198,0.1,0.3999999999999999,688.5187065067128,7.730041331546454,527.3039654670054,36,2,0.039999999999999994,1.8904233661693197,Failed Clinical Trial,2
FAILED_0039,Failed_Candidate_39,Cardiovascular,235937657.91480416,0.999994359602462,19.756780305842813,0.1207062990061934,0.6,536.8507512174483,-0.8179204939577123,622.0013677296365,37,0,0.07242377940371604,1.9756780305842814,Failed Clinical Trial,2
