sample_id,offbit_value,tgic_coherence,weight,is_golay_codeword,distance_to_codeword_weight,golay_parity_mod_4
1,0x939678,1.000000,12,True,0,0
2,0x4f4493,0.000000,11,False,1,3
3,0xd6db3f,0.666667,17,False,1,1
4,0x60c8f8,0.333333,10,False,2,2
5,0x37a79d,0.000000,15,False,1,3
6,0xa2c49b,0.000000,11,False,1,3
7,0xd65d78,0.333333,14,False,2,2
8,0x2408d,0.333333,6,False,2,2
9,0x71d7dc,0.000000,15,False,1,3
10,0xbab4a5,0.666667,13,False,1,1
11,0x7cc7f,0.333333,14,False,2,2
12,0xd72879,0.666667,13,False,1,1
13,0x4e864,1.000000,8,True,0,0
14,0x37fac,0.666667,13,False,1,1
15,0xb9e205,0.000000,11,False,1,3
16,0x38787a,1.000000,12,True,0,0
17,0x7a96a2,1.000000,12,True,0,0
18,0xe18b5f,0.333333,14,False,2,2
19,0x88b787,1.000000,12,True,0,0
20,0x6c0c2f,0.000000,11,False,1,3
21,0x8fe71e,0.000000,15,False,1,3
22,0x1ed5c0,0.000000,11,False,1,3
23,0x257718,0.000000,11,False,1,3
24,0x9069bf,0.666667,13,False,1,1
25,0x5fbc6b,1.000000,16,True,0,0
26,0x38d261,0.333333,10,False,2,2
27,0xba7933,0.333333,14,False,2,2
28,0x115e9,0.666667,9,False,1,1
29,0x5b304d,0.000000,11,False,1,3
30,0x7d2a78,0.666667,13,False,1,1
31,0xc72e27,0.666667,13,False,1,1
32,0x1f497d,0.333333,14,False,2,2
33,0x20da2d,0.333333,10,False,2,2
34,0x6ffa64,0.000000,15,False,1,3
35,0x823cac,0.333333,10,False,2,2
36,0x5b140a,0.666667,9,False,1,1
37,0xf71880,0.333333,10,False,2,2
38,0x597d8d,0.333333,14,False,2,2
39,0x79fe60,0.333333,14,False,2,2
40,0xc17f11,1.000000,12,True,0,0
41,0x6beccd,0.000000,15,False,1,3
42,0xa5d766,0.333333,14,False,2,2
43,0x989bc1,0.000000,11,False,1,3
44,0x55b337,0.333333,14,False,2,2
45,0x566e9e,0.333333,14,False,2,2
46,0x6e5e56,0.333333,14,False,2,2
47,0x3b88b9,1.000000,12,True,0,0
48,0x507490,1.000000,8,True,0,0
49,0x7aef2,0.666667,13,False,1,1
50,0x305f8,0.666667,9,False,1,1
51,0x25cabb,0.666667,13,False,1,1
52,0xefa305,0.666667,13,False,1,1
53,0xb02f64,0.000000,11,False,1,3
54,0xef0b1e,0.333333,14,False,2,2
55,0x691794,0.000000,11,False,1,3
56,0xd14455,0.333333,10,False,2,2
57,0x86f35d,0.333333,14,False,2,2
58,0x3f329,0.000000,11,False,1,3
59,0xbd8d4d,0.333333,14,False,2,2
60,0x30bbbe,0.333333,14,False,2,2
61,0x872a07,0.333333,10,False,2,2
62,0x25abb1,1.000000,12,True,0,0
63,0x857ac0,0.333333,10,False,2,2
64,0x7a1486,0.333333,10,False,2,2
65,0xa0c734,0.333333,10,False,2,2
66,0x39c641,0.333333,10,False,2,2
67,0xb39ec1,0.666667,13,False,1,1
68,0xaba24,0.666667,9,False,1,1
69,0xc7e719,0.333333,14,False,2,2
70,0x94c8f6,1.000000,12,True,0,0
71,0xc34cc,0.666667,9,False,1,1
72,0x896cd0,0.333333,10,False,2,2
73,0x144187,1.000000,8,True,0,0
74,0x251604,0.000000,7,False,1,3
75,0x12d131,0.666667,9,False,1,1
76,0x43f91b,0.666667,13,False,1,1
77,0x2c7a8b,1.000000,12,True,0,0
78,0x46f1c5,1.000000,12,True,0,0
79,0x2c2425,1.000000,8,True,0,0
80,0x2fe277,0.000000,15,False,1,3
81,0x23e172,0.000000,11,False,1,3
82,0x7ecec7,1.000000,16,True,0,0
83,0x67999e,0.333333,14,False,2,2
84,0x4befcd,1.000000,16,True,0,0
85,0x6495da,1.000000,12,True,0,0
86,0x97544d,1.000000,12,True,0,0
87,0xc68a21,0.666667,9,False,1,1
88,0x7a2df2,0.333333,14,False,2,2
89,0x993fec,0.000000,15,False,1,3
90,0xd5e9d7,1.000000,16,True,0,0
91,0x823684,1.000000,8,True,0,0
92,0x188829,0.000000,7,False,1,3
93,0x2a4dcb,1.000000,12,True,0,0
94,0x29d904,0.666667,9,False,1,1
95,0x95b03a,0.000000,11,False,1,3
96,0xf68e73,0.000000,15,False,1,3
97,0xe519cd,0.666667,13,False,1,1
98,0x996bf1,0.333333,14,False,2,2
99,0x25099,0.000000,7,False,1,3
