id,name,type,category,fraction,carbon_count,molecular_weight,frequency_hz,complexity,bit_state_decimal,glr_errors,glr_nrci_before,glr_nrci_after,glr_efficiency,glr_improvement,nrci,nrci_regime,soc_energy_cu,modal_sum,wall_proximity,wall_safe,nrci_risk,coherence_factor,resonance_strength,emergence_intensity,success,error
8,n-C8H18,Linear alkanes,Alkanes,Gasoline,8,114.224,935667010900.7026,8,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.639081767641613,0.914224,WallProximity.WARNING,True,0.2999966155396235,0.0,0.7447570440936945,0.1441523610703951,True,
63,2-Methyl-C8,Branched alkanes,Alkanes,Gasoline,8,114.224,935667010900.7026,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.639081767641613,0.914224,WallProximity.WARNING,True,0.2999966155396235,0.0,0.7447570440936945,0.1441523610703951,True,
64,3-Methyl-C8,Branched alkanes,Alkanes,Gasoline,8,114.224,935667010900.7026,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.639081767641613,0.914224,WallProximity.WARNING,True,0.2999966155396235,0.0,0.7447570440936945,0.1441523610703951,True,
248,4-Methyl-cyclo-C4,Cycloalkanes,Cycloalkanes,Gasoline,8,112.208,944034985225.4052,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
252,3-Methyl-cyclo-C5,Cycloalkanes,Cycloalkanes,Gasoline,8,112.208,944034985225.4052,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
256,2-Methyl-cyclo-C6,Cycloalkanes,Cycloalkanes,Gasoline,8,112.208,944034985225.4052,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
260,1-Methyl-cyclo-C7,Cycloalkanes,Cycloalkanes,Gasoline,8,112.208,944034985225.4052,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
264,Cyclo-C8H16,Cycloalkanes,Cycloalkanes,Gasoline,8,112.208,944034985225.4052,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
306,1-C8ene,Linear alkenes,Alkenes,Gasoline,8,112.208,944034985225.4052,9,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
307,2-C8ene,Linear alkenes,Alkenes,Gasoline,8,112.208,944034985225.4052,9,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
308,2-Methyl-1-C8ene,Branched alkenes,Alkenes,Gasoline,8,112.208,944034985225.4052,11,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,27.09139236357464,0.912208,WallProximity.WARNING,True,0.3561888571011279,0.0,0.7524193337215321,0.143283132619514,True,
608,"1,3-C8diene",Dienes,Dienes,Gasoline,8,110.192,952631564169.7043,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,26.545854376919834,0.910192,WallProximity.WARNING,True,0.409222398795645,0.0,0.7601286913435917,0.1423996707647059,True,
609,"1,4-C8diene",Dienes,Dienes,Gasoline,8,110.192,952631564169.7043,10,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,26.545854376919834,0.910192,WallProximity.WARNING,True,0.409222398795645,0.0,0.7601286913435917,0.1423996707647059,True,
610,"1,3,5-C8triene",Trienes,Trienes,Gasoline,8,108.176,961467349719.2957,11,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,26.00246780767719,0.908176,WallProximity.WARNING,True,0.4591825551003626,0.0,0.7678895295639179,0.1415014567370688,True,
649,4-Methyl-cyclo-C4ene,Cycloalkenes,Cycloalkenes,Gasoline,8,110.192,952631564169.7043,11,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,26.545854376919834,0.910192,WallProximity.WARNING,True,0.409222398795645,0.0,0.7601286913435917,0.1423996707647059,True,
653,3-Methyl-cyclo-C5ene,Cycloalkenes,Cycloalkenes,Gasoline,8,110.192,952631564169.7043,11,2134665,3,0.875,0.975,1.0,0.0999999999999999,0.0,CoherenceRegime.SUBCOHERENT,26.545854376919834,0.910192,WallProximity.WARNING,True,0.409222398795645,0.0,0.7601286913435917,0.1423996707647059,True,
